class,section,head,head_name,pos,term
CLASS VI,SECTION V.,#1000.,Temple,verb,circumstance N
CLASS VI,SECTION V.,#1000.,Temple,verb,qualification N
CLASS VI,SECTION V.,#1000.,Temple,verb,contingent interest: property N
CLASS VI,SECTION V.,#1000.,Temple,verb,contingent on: uncertainty Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contingent: uncertainty Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,expenditure N
CLASS VI,SECTION V.,#1000.,Temple,verb,circumstance Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,apportionment N
CLASS VI,SECTION V.,#1000.,Temple,verb,qualification Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,chance Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,possibility Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,extrinsicality Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,liability Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contingents: materials N
CLASS VI,SECTION V.,#1000.,Temple,verb,aid N
CLASS VI,SECTION V.,#1000.,Temple,verb,continual: perpetuity Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,frequency Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,continually: frequency Adv
CLASS VI,SECTION V.,#1000.,Temple,verb,continuance: diuturnity N
CLASS VI,SECTION V.,#1000.,Temple,verb,continuance in action N
CLASS VI,SECTION V.,#1000.,Temple,verb,perseverance 604a N
CLASS VI,SECTION V.,#1000.,Temple,verb,continuation school: school N
CLASS VI,SECTION V.,#1000.,Temple,verb,continuation: adjunct N
CLASS VI,SECTION V.,#1000.,Temple,verb,continuance in action N
CLASS VI,SECTION V.,#1000.,Temple,verb,sequence N
CLASS VI,SECTION V.,#1000.,Temple,verb,sequel N
CLASS VI,SECTION V.,#1000.,Temple,verb,continue last endure: time V
CLASS VI,SECTION V.,#1000.,Temple,verb,continue: existence V
CLASS VI,SECTION V.,#1000.,Temple,verb,diuturnity V
CLASS VI,SECTION V.,#1000.,Temple,verb,continuance in action V
CLASS VI,SECTION V.,#1000.,Temple,verb,perseverance 604a V
CLASS VI,SECTION V.,#1000.,Temple,verb,continued existence: perpetuity N
CLASS VI,SECTION V.,#1000.,Temple,verb,continued success: success N
CLASS VI,SECTION V.,#1000.,Temple,verb,continued: continuity Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,continuing: time Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,continuance in action Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,continuity: continuity N
CLASS VI,SECTION V.,#1000.,Temple,verb,continuous: continuity Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,continuously: continuity Adv
CLASS VI,SECTION V.,#1000.,Temple,verb,contort: distortion V
CLASS VI,SECTION V.,#1000.,Temple,verb,convolution V
CLASS VI,SECTION V.,#1000.,Temple,verb,contortion: distortion N
CLASS VI,SECTION V.,#1000.,Temple,verb,contortionist: drama N
CLASS VI,SECTION V.,#1000.,Temple,verb,contour: outline N
CLASS VI,SECTION V.,#1000.,Temple,verb,form N
CLASS VI,SECTION V.,#1000.,Temple,verb,appearance N
CLASS VI,SECTION V.,#1000.,Temple,verb,contra: contrariety Adv
CLASS VI,SECTION V.,#1000.,Temple,verb,contraband: illegality Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,deception Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,prohibition Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contrabandist: thief N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrabasso: musical instruments N
CLASS VI,SECTION V.,#1000.,Temple,verb,contract a debt: debt V
CLASS VI,SECTION V.,#1000.,Temple,verb,contract a habit: habit V
CLASS VI,SECTION V.,#1000.,Temple,verb,contract a trick: habit V
CLASS VI,SECTION V.,#1000.,Temple,verb,contract an obligation: promise V
CLASS VI,SECTION V.,#1000.,Temple,verb,contract: contraction V
CLASS VI,SECTION V.,#1000.,Temple,verb,compact V
CLASS VI,SECTION V.,#1000.,Temple,verb,compact N
CLASS VI,SECTION V.,#1000.,Temple,verb,promise N
CLASS VI,SECTION V.,#1000.,Temple,verb,narrowness
CLASS VI,SECTION V.,#1000.,Temple,verb,thinness V
CLASS VI,SECTION V.,#1000.,Temple,verb,undertaking V
CLASS VI,SECTION V.,#1000.,Temple,verb,contracted: contraction Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,narrowness
CLASS VI,SECTION V.,#1000.,Temple,verb,thinness Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contractile: contraction Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contractility: contraction N
CLASS VI,SECTION V.,#1000.,Temple,verb,contracting: contraction Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contraction: closure N
CLASS VI,SECTION V.,#1000.,Temple,verb,writing N
CLASS VI,SECTION V.,#1000.,Temple,verb,contraction N
CLASS VI,SECTION V.,#1000.,Temple,verb,compendium N
CLASS VI,SECTION V.,#1000.,Temple,verb,narrowness
CLASS VI,SECTION V.,#1000.,Temple,verb,thinness N
CLASS VI,SECTION V.,#1000.,Temple,verb,contradict: opposition V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariety V
CLASS VI,SECTION V.,#1000.,Temple,verb,counter evidence V
CLASS VI,SECTION V.,#1000.,Temple,verb,dissent V
CLASS VI,SECTION V.,#1000.,Temple,verb,negation V
CLASS VI,SECTION V.,#1000.,Temple,verb,contradiction: negation N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariety N
CLASS VI,SECTION V.,#1000.,Temple,verb,dissent N
CLASS VI,SECTION V.,#1000.,Temple,verb,contradictory evidence: counter evidence N
CLASS VI,SECTION V.,#1000.,Temple,verb,contradictory: contrariety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,counter evidence Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,negation Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contradistinction: difference N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrafagotto: musical instruments N
CLASS VI,SECTION V.,#1000.,Temple,verb,contraindicate: dissuasion V
CLASS VI,SECTION V.,#1000.,Temple,verb,contraindication: warning N
CLASS VI,SECTION V.,#1000.,Temple,verb,dissuasion N
CLASS VI,SECTION V.,#1000.,Temple,verb,contralto: resonance N
CLASS VI,SECTION V.,#1000.,Temple,verb,contraposition: inversion N
CLASS VI,SECTION V.,#1000.,Temple,verb,contraposition N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrapuntist: melody concord N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariant: contrariety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariety: opposition N
CLASS VI,SECTION V.,#1000.,Temple,verb,inversion N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariety N
CLASS VI,SECTION V.,#1000.,Temple,verb,counteraction N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrarily: contrariety Adv
CLASS VI,SECTION V.,#1000.,Temple,verb,contrarious: contrariety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariwise: contrariety Adv
CLASS VI,SECTION V.,#1000.,Temple,verb,contrary to expectation: inexpectation Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contrary to reason: impossibility Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contrary: contrariety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,counteraction Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,opposition Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,caprice Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contras: combatant N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrast with: contrariety V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrast: comparison N
CLASS VI,SECTION V.,#1000.,Temple,verb,difference V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariety N
CLASS VI,SECTION V.,#1000.,Temple,verb,comparison V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrasted: contrariety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contrate wheel: circularity N
CLASS VI,SECTION V.,#1000.,Temple,verb,contravallation: defense N
CLASS VI,SECTION V.,#1000.,Temple,verb,contravene: counter evidence V
CLASS VI,SECTION V.,#1000.,Temple,verb,opposition V
CLASS VI,SECTION V.,#1000.,Temple,verb,hindrance V
CLASS VI,SECTION V.,#1000.,Temple,verb,negation V
CLASS VI,SECTION V.,#1000.,Temple,verb,counteraction V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrariety V
CLASS VI,SECTION V.,#1000.,Temple,verb,confutation Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contravention: negation N
CLASS VI,SECTION V.,#1000.,Temple,verb,opposition N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrectation: touch N
CLASS VI,SECTION V.,#1000.,Temple,verb,contretemps: untimeliness N
CLASS VI,SECTION V.,#1000.,Temple,verb,hindrance N
CLASS VI,SECTION V.,#1000.,Temple,verb,adversity N
CLASS VI,SECTION V.,#1000.,Temple,verb,contribute: cause V
CLASS VI,SECTION V.,#1000.,Temple,verb,tendency V
CLASS VI,SECTION V.,#1000.,Temple,verb,concurrence V
CLASS VI,SECTION V.,#1000.,Temple,verb,aid V
CLASS VI,SECTION V.,#1000.,Temple,verb,giving V
CLASS VI,SECTION V.,#1000.,Temple,verb,contribution: giving N
CLASS VI,SECTION V.,#1000.,Temple,verb,contributor: politics 737b N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrite: penitence Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contrition: friction N
CLASS VI,SECTION V.,#1000.,Temple,verb,penitence N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrivance: plan N
CLASS VI,SECTION V.,#1000.,Temple,verb,contrive to: success V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrive: production V
CLASS VI,SECTION V.,#1000.,Temple,verb,plan V
CLASS VI,SECTION V.,#1000.,Temple,verb,cunning V
CLASS VI,SECTION V.,#1000.,Temple,verb,contrived: falsehood Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contriving: cunning Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,control: opposition V
CLASS VI,SECTION V.,#1000.,Temple,verb,restraint V
CLASS VI,SECTION V.,#1000.,Temple,verb,restraint N
CLASS VI,SECTION V.,#1000.,Temple,verb,authority N
CLASS VI,SECTION V.,#1000.,Temple,verb,direction N
CLASS VI,SECTION V.,#1000.,Temple,verb,influence N
CLASS VI,SECTION V.,#1000.,Temple,verb,power N
CLASS VI,SECTION V.,#1000.,Temple,verb,government 737a N
CLASS VI,SECTION V.,#1000.,Temple,verb,direction V
CLASS VI,SECTION V.,#1000.,Temple,verb,controlled experiment: experiment N
CLASS VI,SECTION V.,#1000.,Temple,verb,controversial: reasoning Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,discord Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,controversialist: reasoning N
CLASS VI,SECTION V.,#1000.,Temple,verb,combatant N
CLASS VI,SECTION V.,#1000.,Temple,verb,controversy: contention N
CLASS VI,SECTION V.,#1000.,Temple,verb,reasoning N
CLASS VI,SECTION V.,#1000.,Temple,verb,controvert: reasoning V
CLASS VI,SECTION V.,#1000.,Temple,verb,confutation V
CLASS VI,SECTION V.,#1000.,Temple,verb,negation V
CLASS VI,SECTION V.,#1000.,Temple,verb,discord V
CLASS VI,SECTION V.,#1000.,Temple,verb,controvertible: error Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,unbelief doubt Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,reasoning Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,uncertainty Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,controvertist: reasoning N
CLASS VI,SECTION V.,#1000.,Temple,verb,contumacious: obstinacy Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,disobedience Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contumacy: obstinacy N
CLASS VI,SECTION V.,#1000.,Temple,verb,disobedience N
CLASS VI,SECTION V.,#1000.,Temple,verb,contumelious: insolence Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contempt Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,discourtesy Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,disrespect Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contumely: discourtesy N
CLASS VI,SECTION V.,#1000.,Temple,verb,disrespect N
CLASS VI,SECTION V.,#1000.,Temple,verb,contempt N
CLASS VI,SECTION V.,#1000.,Temple,verb,disapprobation N
CLASS VI,SECTION V.,#1000.,Temple,verb,contund: pulverulence V
CLASS VI,SECTION V.,#1000.,Temple,verb,contuse: pulverulence V
CLASS VI,SECTION V.,#1000.,Temple,verb,contusion: pulverulence N
CLASS VI,SECTION V.,#1000.,Temple,verb,conundrum: equivocalness N
CLASS VI,SECTION V.,#1000.,Temple,verb,secret N
CLASS VI,SECTION V.,#1000.,Temple,verb,wit N
CLASS VI,SECTION V.,#1000.,Temple,verb,convalescence: restoration N
CLASS VI,SECTION V.,#1000.,Temple,verb,convalescent: restoration Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,convection: levity N
CLASS VI,SECTION V.,#1000.,Temple,verb,calefaction N
CLASS VI,SECTION V.,#1000.,Temple,verb,transference N
CLASS VI,SECTION V.,#1000.,Temple,verb,convective heat: furnace N
CLASS VI,SECTION V.,#1000.,Temple,verb,convene: assemblage V
CLASS VI,SECTION V.,#1000.,Temple,verb,convenience: leisure N
CLASS VI,SECTION V.,#1000.,Temple,verb,conveniences: means N
CLASS VI,SECTION V.,#1000.,Temple,verb,convenient: expedience Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conveniently: expedience Adv
CLASS VI,SECTION V.,#1000.,Temple,verb,convent school: school N
CLASS VI,SECTION V.,#1000.,Temple,verb,convent: temple N
CLASS VI,SECTION V.,#1000.,Temple,verb,seclusion
CLASS VI,SECTION V.,#1000.,Temple,verb,exclusion N
CLASS VI,SECTION V.,#1000.,Temple,verb,conventicle: council N
CLASS VI,SECTION V.,#1000.,Temple,verb,temple N
CLASS VI,SECTION V.,#1000.,Temple,verb,assemblage N
CLASS VI,SECTION V.,#1000.,Temple,verb,convention: compact N
CLASS VI,SECTION V.,#1000.,Temple,verb,assemblage N
CLASS VI,SECTION V.,#1000.,Temple,verb,council N
CLASS VI,SECTION V.,#1000.,Temple,verb,pacification N
CLASS VI,SECTION V.,#1000.,Temple,verb,conventional: fashion Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,compact Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conformity Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,habit Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conventionalism: habit N
CLASS VI,SECTION V.,#1000.,Temple,verb,conventionality: conformity N
CLASS VI,SECTION V.,#1000.,Temple,verb,habit N
CLASS VI,SECTION V.,#1000.,Temple,verb,conventions of society: fashion N
CLASS VI,SECTION V.,#1000.,Temple,verb,conventual: clergy N
CLASS VI,SECTION V.,#1000.,Temple,verb,temple Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,converge: nearness V
CLASS VI,SECTION V.,#1000.,Temple,verb,centrality V
CLASS VI,SECTION V.,#1000.,Temple,verb,convergence V
CLASS VI,SECTION V.,#1000.,Temple,verb,convergence: assemblage N
CLASS VI,SECTION V.,#1000.,Temple,verb,nearness N
CLASS VI,SECTION V.,#1000.,Temple,verb,convergence N
CLASS VI,SECTION V.,#1000.,Temple,verb,convergency: convergence N
CLASS VI,SECTION V.,#1000.,Temple,verb,convergent: convergence Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,converging: convergence Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversable: conversation Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,sociality Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversant with: knowledge Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversant: skill Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversation: speech N
CLASS VI,SECTION V.,#1000.,Temple,verb,conversation N
CLASS VI,SECTION V.,#1000.,Temple,verb,conversational: conversation Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,sociality Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversationist: conversation N
CLASS VI,SECTION V.,#1000.,Temple,verb,converse: contrariety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,contraposition Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversation N
CLASS VI,SECTION V.,#1000.,Temple,verb,conversation V
CLASS VI,SECTION V.,#1000.,Temple,verb,conversing: conversation Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversion of currency: conversion N
CLASS VI,SECTION V.,#1000.,Temple,verb,conversion: change N
CLASS VI,SECTION V.,#1000.,Temple,verb,conversion N
CLASS VI,SECTION V.,#1000.,Temple,verb,piety N
CLASS VI,SECTION V.,#1000.,Temple,verb,convert into: conversion V
CLASS VI,SECTION V.,#1000.,Temple,verb,change V
CLASS VI,SECTION V.,#1000.,Temple,verb,convert to use: use V
CLASS VI,SECTION V.,#1000.,Temple,verb,convert: piety V
CLASS VI,SECTION V.,#1000.,Temple,verb,tergiversation N
CLASS VI,SECTION V.,#1000.,Temple,verb,belief V
CLASS VI,SECTION V.,#1000.,Temple,verb,conversion N
CLASS VI,SECTION V.,#1000.,Temple,verb,piety N
CLASS VI,SECTION V.,#1000.,Temple,verb,convertable bond: securities 799b N
CLASS VI,SECTION V.,#1000.,Temple,verb,converted into: conversion Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,converted: piety Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,convertibility: identity N
CLASS VI,SECTION V.,#1000.,Temple,verb,conversion N
CLASS VI,SECTION V.,#1000.,Temple,verb,convertible terms: interpretation N
CLASS VI,SECTION V.,#1000.,Temple,verb,nomenclature N
CLASS VI,SECTION V.,#1000.,Temple,verb,convertible: equality Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conversion Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,convex lens: optical instruments N
CLASS VI,SECTION V.,#1000.,Temple,verb,convex: convexity Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,convexity: curvature V
CLASS VI,SECTION V.,#1000.,Temple,verb,convexity N
CLASS VI,SECTION V.,#1000.,Temple,verb,convexo-concave lens: optical instruments N
CLASS VI,SECTION V.,#1000.,Temple,verb,convey away: stealing V
CLASS VI,SECTION V.,#1000.,Temple,verb,convey the knowledge of: information V
CLASS VI,SECTION V.,#1000.,Temple,verb,convey: transference V
CLASS VI,SECTION V.,#1000.,Temple,verb,transfer V
CLASS VI,SECTION V.,#1000.,Temple,verb,meaning V
CLASS VI,SECTION V.,#1000.,Temple,verb,conveyance: transference N
CLASS VI,SECTION V.,#1000.,Temple,verb,vehicle N
CLASS VI,SECTION V.,#1000.,Temple,verb,transfer N
CLASS VI,SECTION V.,#1000.,Temple,verb,conveyancer: lawyer N
CLASS VI,SECTION V.,#1000.,Temple,verb,conveyancing: transfer N
CLASS VI,SECTION V.,#1000.,Temple,verb,conveyer: carrier N
CLASS VI,SECTION V.,#1000.,Temple,verb,convict: condemnation V
CLASS VI,SECTION V.,#1000.,Temple,verb,belief V
CLASS VI,SECTION V.,#1000.,Temple,verb,bad man N
CLASS VI,SECTION V.,#1000.,Temple,verb,conviction: demonstration N
CLASS VI,SECTION V.,#1000.,Temple,verb,confutation N
CLASS VI,SECTION V.,#1000.,Temple,verb,belief N
CLASS VI,SECTION V.,#1000.,Temple,verb,condemnation N
CLASS VI,SECTION V.,#1000.,Temple,verb,convince: demonstration V
CLASS VI,SECTION V.,#1000.,Temple,verb,teaching V
CLASS VI,SECTION V.,#1000.,Temple,verb,belief V
CLASS VI,SECTION V.,#1000.,Temple,verb,convinced: belief Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,convincement: belief N
CLASS VI,SECTION V.,#1000.,Temple,verb,convincing: demonstration Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,convivial: sociality Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,conviviality: sociality N
CLASS VI,SECTION V.,#1000.,Temple,verb,convocate: assemblage V
CLASS VI,SECTION V.,#1000.,Temple,verb,convocation: council N
CLASS VI,SECTION V.,#1000.,Temple,verb,churchdom N
CLASS VI,SECTION V.,#1000.,Temple,verb,convoke: assemblage V
CLASS VI,SECTION V.,#1000.,Temple,verb,convoluted: convolution Adj
CLASS VI,SECTION V.,#1000.,Temple,verb,convolution: rotation N
CLASS VI,SECTION V.,#1000.,Temple,verb,crossing N
CLASS VI,SECTION V.,#1000.,Temple,verb,convolution N
CLASS VI,SECTION V.,#1000.,Temple,verb,convoy: safety V
CLASS VI,SECTION V.,#1000.,Temple,verb,safety N
CLASS VI,SECTION V.,#1000.,Temple,verb,transference V
CLASS VI,SECTION V.,#1000.,Temple,verb,convulse with laughter: amusement V
CLASS VI,SECTION V.,#1000.,Temple,verb,convulse: derangement V
CLASS VI,SECTION V.,#1000.,Temple,verb,violence V
CLASS VI,SECTION V.,#1000.,Temple,verb,agitation V
CLASS VI,SECTION V.,#1000.,Temple,verb,physical pain V
CLASS VI,SECTION V.,#1000.,Temple,verb,painfulness V
CLASS VI,SECTION V.,#1000.,Temple,verb,convulsed with laughter: amusement
CLASS VI,SECTION V.,#1000.,Temple,adjective,convulsed with rage: resentment Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,convulsion: disorder N
CLASS VI,SECTION V.,#1000.,Temple,adjective,physical pain N
CLASS VI,SECTION V.,#1000.,Temple,adjective,agitation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,revolution N
CLASS VI,SECTION V.,#1000.,Temple,adjective,violence N
CLASS VI,SECTION V.,#1000.,Temple,adjective,convulsive: violence Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,agitation Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,coo: ululation V
CLASS VI,SECTION V.,#1000.,Temple,adjective,cook an account: accounts V
CLASS VI,SECTION V.,#1000.,Temple,adjective,cook house: receptacle N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cook the books: accounts V
CLASS VI,SECTION V.,#1000.,Temple,adjective,cook: falsehood V
CLASS VI,SECTION V.,#1000.,Temple,adjective,calefaction V
CLASS VI,SECTION V.,#1000.,Temple,adjective,improvement V
CLASS VI,SECTION V.,#1000.,Temple,adjective,servant N
CLASS VI,SECTION V.,#1000.,Temple,adjective,preparation V
CLASS VI,SECTION V.,#1000.,Temple,adjective,cookery: preparation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cookie: food N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooking: preparation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cookshop: abode N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool as a cucumber: cold Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,inexcitability Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,indifference Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool as a custard: inexcitability
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool as custard: cold Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool calm and collected: inexcitability Phr
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool down: inexcitability V
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool one's heels: inaction V
CLASS VI,SECTION V.,#1000.,Temple,adjective,lateness V
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool: cold Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,enmity Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,indifference Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,caution Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,dissuasion V
CLASS VI,SECTION V.,#1000.,Temple,adjective,intelligence
CLASS VI,SECTION V.,#1000.,Temple,adjective,wisdom Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,refrigeration V
CLASS VI,SECTION V.,#1000.,Temple,adjective,moderation V
CLASS VI,SECTION V.,#1000.,Temple,adjective,moderation Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,gray Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,discourtesy Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooled: refrigeration Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooler: refrigerator N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cool-headed: intelligence
CLASS VI,SECTION V.,#1000.,Temple,adjective,wisdom
CLASS VI,SECTION V.,#1000.,Temple,adjective,inexcitability Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,coolie: combatant N
CLASS VI,SECTION V.,#1000.,Temple,adjective,carrier N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooling: refrigeration Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,refrigeration N
CLASS VI,SECTION V.,#1000.,Temple,adjective,coolness: insensibility N
CLASS VI,SECTION V.,#1000.,Temple,adjective,inexcitability N
CLASS VI,SECTION V.,#1000.,Temple,adjective,caution N
CLASS VI,SECTION V.,#1000.,Temple,adjective,hate N
CLASS VI,SECTION V.,#1000.,Temple,adjective,coolth: inexcitability N
CLASS VI,SECTION V.,#1000.,Temple,adjective,coonskin cap: clothing N
CLASS VI,SECTION V.,#1000.,Temple,adjective,coop: restraint V
CLASS VI,SECTION V.,#1000.,Temple,adjective,prison N
CLASS VI,SECTION V.,#1000.,Temple,adjective,abode N
CLASS VI,SECTION V.,#1000.,Temple,adjective,co-op: mart N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperate: cooperation V
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperating: cooperation Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperation: agreement N
CLASS VI,SECTION V.,#1000.,Temple,adjective,concurrence N
CLASS VI,SECTION V.,#1000.,Temple,adjective,assent N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,participation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperative learning: teaching N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperative: cooperation Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperatively: cooperation Adv
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperator: auxiliary N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooptation: choice N
CLASS VI,SECTION V.,#1000.,Temple,adjective,coordinate: equality Adj
CLASS VI,SECTION V.,#1000.,Temple,adjective,arrangement V
CLASS VI,SECTION V.,#1000.,Temple,adjective,coordinates: measurement N
CLASS VI,SECTION V.,#1000.,Temple,adjective,co-ordination: equality N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cop: safety N
CLASS VI,SECTION V.,#1000.,Temple,adjective,jurisdiction N
CLASS VI,SECTION V.,#1000.,Temple,adjective,copal: resin 356a N
CLASS VI,SECTION V.,#1000.,Temple,adjective,co-parcenary: participation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,co-parcener: participation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,co-parceny: participation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,copartner: friend N
CLASS VI,SECTION V.,#1000.,Temple,adjective,co-partner: accompaniment N
CLASS VI,SECTION V.,#1000.,Temple,adjective,participation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,copartnership: party N
CLASS VI,SECTION V.,#1000.,Temple,adjective,accompaniment N
CLASS VI,SECTION V.,#1000.,Temple,adjective,cooperation N
CLASS VI,SECTION V.,#1000.,Temple,adjective,co-partnership: participation N
